elem_index,treatment,period_calendar,treatment_qty,treatment_comment,treatment_reason
20403,cs_resurf,2017,1199.3,"2CHIP, function: R, on date: 2017-03-16",committed-15_1080_14648_All
20411,cs_resurf,2017,2964,"2CHIP, function: R, on date: 2017-04-08",committed-15_1082_870_All
20424,cs_rehab,2017,881.6,"2CHIP, function: 1, on date: 2017-07-26",committed-15_1082_5993_All
20435,cs_resurf,2017,2201,"2CHIP, function: 2, on date: 2017-03-17",committed-15_1082_9490_All
20498,cs_resurf,2017,2419.8,"RACK, function: R, on date: 2017-03-17",committed-15_1084_2273_All
20499,cs_resurf,2017,2554.2,"RACK, function: R, on date: 2017-03-17",committed-15_1084_2495_All
20603,cs_resurf,2017,6149,"RACK, function: R, on date: 2017-03-24",committed-15_1161_650_All
20729,cs_resurf,2017,1874.6,"RACK, function: R, on date: 2017-03-31",committed-15_1644_3104_All
20730,cs_resurf,2017,3908.8,"RACK, function: R, on date: 2017-03-14",committed-15_1644_3310_All
20789,cs_rehab,2017,2016,"2CHIP, function: 1, on date: 2017-06-28",committed-15_1687_3225_All
20800,cs_resurf,2017,1840,"2CHIP, function: R, on date: 2017-03-16",committed-15_1687_7060_All
20818,cs_resurf,2017,1344.6,"2CHIP, function: R, on date: 2017-04-08",committed-15_1687_11578_All
20820,cs_resurf,2017,3735.2,"3CHIP, function: R, on date: 2017-04-07",committed-15_1688_107_All
20821,cs_resurf,2017,2631.9,"RACK, function: 2, on date: 2017-03-08",committed-15_1688_513_All
20843,cs_resurf,2017,10896,"RACK, function: R, on date: 2017-03-08",committed-15_1688_8815_All
20846,cs_resurf,2017,11548.8,"2CHIP, function: R, on date: 2017-03-09",committed-15_1688_11023_All
20863,cs_resurf,2017,744,"2CHIP, function: R, on date: 2017-04-10",committed-15_1802_110_All
20921,cs_resurf,2017,7035,"RACK, function: 2, on date: 2017-03-09",committed-15_1805_1000_All
20922,cs_resurf,2017,6615,"RACK, function: 2, on date: 2017-03-10",committed-15_1805_1670_All
20923,cs_resurf,2017,3150,"RACK, function: 2, on date: 2017-03-10",committed-15_1805_2300_All
20924,cs_resurf,2017,934.5,"RACK, function: 2, on date: 2017-03-10",committed-15_1805_2600_All
20925,cs_resurf,2017,2782.5,"RACK, function: R, on date: 2017-03-15",committed-15_1805_2689_All
20926,cs_resurf,2017,3234,"RACK, function: R, on date: 2017-03-15",committed-15_1805_2954_All
20927,cs_resurf,2017,8599.5,"RACK, function: R, on date: 2017-03-15",committed-15_1805_3262_All
20934,cs_resurf,2017,1402.7,"2CHIP, function: R, on date: 2017-03-23",committed-15_1806_1186_All
21033,cs_resurf,2017,2781.6,"2CHIP, function: R, on date: 2017-03-23",committed-15_2105_1953_All
21034,cs_resurf,2017,691.6,"2CHIP, function: R, on date: 2017-03-23",committed-15_2105_2319_All
21035,cs_resurf,2017,2584,"2CHIP, function: R, on date: 2017-03-23",committed-15_2105_2410_All
21097,cs_resurf,2017,900,"2CHIP, function: R, on date: 2016-12-06",committed-16_474_8100_All
21112,ac_resurf,2017,325,"AC, function: R, on date: 2017-11-12",committed-16_475_1205_R1
21143,cs_resurf,2017,1691,"RACK, function: 2, on date: 2016-11-21",committed-16_476_1102_All
21144,cs_resurf,2017,4880,"RACK, function: 2, on date: 2016-11-21",committed-16_476_1280_All
21191,cs_resurf,2017,2240,"2CHIP, function: R, on date: 2017-01-29",committed-16_477_960_All
21192,cs_resurf,2017,560,"2CHIP, function: R, on date: 2017-01-29",committed-16_477_1240_All
21196,cs_resurf,2017,2240,"VFILL, function: 2, on date: 2017-10-10",committed-16_477_2496_All
21197,cs_resurf,2017,2992,"2CHIP, function: R, on date: 2017-01-30",committed-16_477_2776_All
21213,ac_resurf,2017,1536,"UTA, function: R, on date: 2017-04-19",committed-16_477_5200_All
21217,ac_resurf,2017,480,"SMA, function: R, on date: 2017-11-27",committed-16_477_5800_All
21230,ac_resurf,2017,408,"UTA, function: R, on date: 2017-04-21",committed-16_477_8242_All
21231,ac_resurf,2017,2336,"UTA, function: R, on date: 2017-04-21",committed-16_477_8293_All
21232,ac_resurf,2017,1000,"UTA, function: R, on date: 2017-04-21",committed-16_477_8585_All
21233,ac_resurf,2017,2292.5,"UTA, function: R, on date: 2017-04-21",committed-16_477_8710_All
21238,ac_resurf,2017,1270.5,"UTA, function: R, on date: 2017-04-27",committed-16_477_9512_All
21249,cs_resurf,2017,7195.8,"2CHIP, function: R, on date: 2017-02-27",committed-16_483_550_All
21264,cs_resurf,2017,7569,"RACK, function: R, on date: 2017-10-19",committed-16_483_5530_All
21326,ac_resurf,2017,1728,"SMA, function: R, on date: 2017-05-25",committed-16_1174_6690_All
21346,cs_resurf,2017,4750,"2CHIP, function: R, on date: 2017-11-08",committed-16_1175_1900_All
21347,cs_resurf,2017,6125,"2CHIP, function: R, on date: 2017-11-08",committed-16_1175_2280_All
21348,cs_resurf,2017,3787.5,"2CHIP, function: R, on date: 2017-11-08",committed-16_1175_2770_All
21373,ac_resurf,2017,93.33333333,"SMA, function: R, on date: 2017-04-27",committed-16_1179_2130_L1
21374,ac_resurf,2017,93.33333333,"SMA, function: R, on date: 2017-04-27",committed-16_1179_2130_L2
21375,ac_resurf,2017,116.6666667,"SMA, function: R, on date: 2017-04-27",committed-16_1179_2150_L1
21376,ac_resurf,2017,116.6666667,"SMA, function: R, on date: 2017-04-27",committed-16_1179_2150_L2
21380,cs_resurf,2017,2282,"OGPA, function: R, on date: 2017-12-08",committed-16_1179_2331_L1
21381,cs_resurf,2017,2282,"OGPA, function: R, on date: 2017-12-08",committed-16_1179_2331_L2
21382,cs_resurf,2017,2282,"OGPA, function: R, on date: 2017-12-08",committed-16_1179_2331_L3
21413,cs_resurf,2017,3602.5,"OGPA, function: R, on date: 2017-11-26",committed-16_1180_335_R1
21414,cs_resurf,2017,3602.5,"OGPA, function: R, on date: 2017-11-26",committed-16_1180_335_R2
21415,cs_resurf,2017,605,"OGPA, function: R, on date: 2017-11-26",committed-16_1180_990_R1
21416,cs_resurf,2017,605,"OGPA, function: R, on date: 2017-11-26",committed-16_1180_990_R2
21417,cs_resurf,2017,1952.5,"OGPA, function: R, on date: 2017-12-07",committed-16_1180_1100_R1
21418,cs_resurf,2017,1952.5,"OGPA, function: R, on date: 2017-12-07",committed-16_1180_1100_R2
21419,cs_resurf,2017,2777.5,"OGPA, function: R, on date: 2017-11-21",committed-16_1180_1455_R1
21420,cs_resurf,2017,2777.5,"OGPA, function: R, on date: 2017-11-21",committed-16_1180_1455_R2
21421,cs_resurf,2017,3190,"OGPA, function: R, on date: 2017-11-21",committed-16_1180_1960_R1
21422,cs_resurf,2017,3190,"OGPA, function: R, on date: 2017-11-21",committed-16_1180_1960_R2
21423,cs_resurf,2017,1590,"OGPA, function: R, on date: 2017-11-21",committed-16_1180_2540_R1
21424,cs_resurf,2017,1590,"OGPA, function: R, on date: 2017-11-21",committed-16_1180_2540_R2
21425,cs_resurf,2017,990,"OGPA, function: R, on date: 2017-01-27",committed-16_1180_2805_R1
21426,cs_resurf,2017,990,"OGPA, function: R, on date: 2017-01-27",committed-16_1180_2805_R2
21427,cs_rehab,2017,1230,"OGPA, function: 1, on date: 2017-01-27",committed-16_1180_2970_R1
21428,cs_rehab,2017,1230,"OGPA, function: 1, on date: 2017-01-27",committed-16_1180_2970_R2
21429,cs_resurf,2017,1100,"OGPA, function: R, on date: 2017-01-27",committed-16_1180_3175_R1
21430,cs_resurf,2017,1100,"OGPA, function: R, on date: 2017-01-27",committed-16_1180_3175_R2
21431,cs_resurf,2017,1390,"OGPA, function: R, on date: 2017-01-27",committed-16_1180_3395_R1
21432,cs_resurf,2017,1390,"OGPA, function: R, on date: 2017-01-27",committed-16_1180_3395_R2
21433,cs_resurf,2017,1360,"OGPA, function: R, on date: 2017-01-27",committed-16_1180_3673_R1
21434,cs_resurf,2017,1360,"OGPA, function: R, on date: 2017-01-27",committed-16_1180_3673_R2
21466,ac_resurf,2017,1095,"UTA, function: R, on date: 2017-02-24",committed-16_1190_330_All
21467,ac_resurf,2017,540.2,"UTA, function: R, on date: 2017-02-24",committed-16_1190_480_All
21480,cs_resurf,2017,2160,"OGPA, function: R, on date: 2017-03-22",committed-16_1191_1995_L1
21481,cs_resurf,2017,2160,"OGPA, function: R, on date: 2017-03-22",committed-16_1191_1995_L2
21482,cs_rehab,2017,940,"OGPA, function: 1, on date: 2017-03-22",committed-16_1191_2427_L1
21483,cs_rehab,2017,940,"OGPA, function: 1, on date: 2017-03-22",committed-16_1191_2427_L2
21484,cs_resurf,2017,1250,"OGPA, function: R, on date: 2017-03-22",committed-16_1191_2615_L1
21485,cs_resurf,2017,1250,"OGPA, function: R, on date: 2017-03-22",committed-16_1191_2615_L2
21559,ac_resurf,2017,1380,"SMA, function: R, on date: 2016-12-19",committed-16_1192_5540_R1
21560,ac_resurf,2017,1380,"SMA, function: R, on date: 2016-12-19",committed-16_1192_5540_R2
21561,ac_resurf,2017,1380,"SMA, function: R, on date: 2016-12-19",committed-16_1192_5540_R3
21624,cs_resurf,2017,909,"OGPA, function: R, on date: 2017-06-13",committed-16_1193_3386_L1
21625,cs_resurf,2017,909,"OGPA, function: R, on date: 2017-06-13",committed-16_1193_3386_L2
21626,cs_resurf,2017,909,"OGPA, function: R, on date: 2017-06-13",committed-16_1193_3386_L3
21636,cs_resurf,2017,2880,"OGPA, function: R, on date: 2017-02-22",committed-16_1193_4578_All
21708,ac_resurf,2017,1554.4,"UTA, function: R, on date: 2017-02-21",committed-16_1197_0_All
21711,ac_resurf,2017,697,"UTA, function: R, on date: 2017-05-09",committed-16_1198_110_All
21712,ac_resurf,2017,10864.7,"UTA, function: R, on date: 2017-10-27",committed-16_1198_192_All
21713,ac_resurf,2017,2337.5,"UTA, function: R, on date: 2017-05-10",committed-16_1198_1105_All
21714,ac_resurf,2017,2730,"UTA, function: R, on date: 2017-05-10",committed-16_1198_1380_All
21717,ac_resurf,2017,1690.5,"UTA, function: R, on date: 2017-05-12",committed-16_1198_1970_All
21718,ac_resurf,2017,1512,"UTA, function: R, on date: 2017-05-12",committed-16_1198_2131_All
21722,ac_resurf,2017,934.5,"UTA, function: R, on date: 2017-09-19",committed-16_1198_3040_All
21730,ac_resurf,2017,920,"UTA, function: R, on date: 2017-05-16",committed-16_1198_4405_All
21731,ac_resurf,2017,1304,"UTA, function: R, on date: 2017-09-22",committed-16_1198_4520_All
21740,cs_resurf,2017,2607.6,"2CHIP, function: R, on date: 2017-10-17",committed-16_1198_7807_All
21742,cs_resurf,2017,2756,"2CHIP, function: R, on date: 2017-02-28",committed-16_1198_8593_All
21743,cs_resurf,2017,4664,"2CHIP, function: R, on date: 2017-10-17",committed-16_1198_8853_All
21757,cs_resurf,2017,1653,"2CHIP, function: 2, on date: 2017-11-29",committed-16_1199_696_All
21758,cs_resurf,2017,1919,"2CHIP, function: 2, on date: 2017-11-29",committed-16_1199_870_All
21760,cs_resurf,2017,3192,"VFILL, function: 2, on date: 2017-10-24",committed-16_1199_1458_All
21762,ac_resurf,2017,1576,"UTA, function: R, on date: 2017-12-06",committed-16_1199_2165_All
21763,ac_resurf,2017,1112,"UTA, function: R, on date: 2017-12-06",committed-16_1199_2362_All
21764,ac_resurf,2017,518.5,"UTA, function: R, on date: 2017-12-06",committed-16_1199_2501_All
21765,ac_resurf,2017,1674.5,"UTA, function: R, on date: 2017-12-06",committed-16_1199_2562_All
21766,ac_resurf,2017,1075,"AC, function: R, on date: 2017-03-30",committed-16_1199_2759_All
21767,ac_resurf,2017,7062.5,"AC, function: R, on date: 2017-03-30",committed-16_1199_2845_All
21786,cs_rehab,2017,841.75,"OGPA, function: 1, on date: 2017-01-29",committed-16_1199_4941_L1
21787,cs_rehab,2017,841.75,"OGPA, function: 1, on date: 2017-01-29",committed-16_1199_4941_L2
21788,cs_rehab,2017,841.75,"OGPA, function: 1, on date: 2017-01-29",committed-16_1199_4941_R1
21789,ac_rehab,2017,277.5,"SMA, function: 1, on date: 2017-01-29",committed-16_1199_4941_R2
21790,cs_rehab,2017,564.25,"OGPA, function: 1, on date: 2017-01-29",committed-16_1199_5001_R2
21798,cs_resurf,2017,300,"OGPA, function: R, on date: 2017-05-31",committed-16_1199_6110_L1
21799,cs_resurf,2017,300,"OGPA, function: R, on date: 2017-05-31",committed-16_1199_6110_L2
21800,cs_resurf,2017,300,"OGPA, function: R, on date: 2017-05-31",committed-16_1199_6110_R1
21801,cs_resurf,2017,180,"OGPA, function: R, on date: 2017-05-31",committed-16_1199_6210_L1
21802,cs_resurf,2017,180,"OGPA, function: R, on date: 2017-05-31",committed-16_1199_6210_L2
21803,cs_resurf,2017,180,"OGPA, function: R, on date: 2017-05-31",committed-16_1199_6210_R1
21807,cs_resurf,2017,8347.5,"OGPA, function: R, on date: 2017-09-12",committed-16_1199_6630_All
21808,cs_resurf,2017,2740.5,"OGPA, function: R, on date: 2017-02-24",committed-16_1199_7425_All
21809,cs_resurf,2017,1746,"OGPA, function: R, on date: 2017-07-01",committed-16_1202_0_L1
21810,cs_resurf,2017,1746,"OGPA, function: R, on date: 2017-07-01",committed-16_1202_0_L2
21811,cs_resurf,2017,3204,"OGPA, function: R, on date: 2017-10-20",committed-16_1202_388_L1
21812,cs_resurf,2017,3204,"OGPA, function: R, on date: 2017-10-20",committed-16_1202_388_L2
21813,cs_resurf,2017,4072.5,"OGPA, function: R, on date: 2017-10-27",committed-16_1202_1100_L1
21814,cs_resurf,2017,4072.5,"OGPA, function: R, on date: 2017-10-27",committed-16_1202_1100_L2
21815,cs_resurf,2017,3186,"OGPA, function: R, on date: 2017-02-17",committed-16_1202_2005_L1
21816,cs_resurf,2017,3186,"OGPA, function: R, on date: 2017-02-17",committed-16_1202_2005_L2
21817,cs_resurf,2017,841.5,"OGPA, function: R, on date: 2017-02-17",committed-16_1202_2713_L1
21818,cs_resurf,2017,841.5,"OGPA, function: R, on date: 2017-02-17",committed-16_1202_2713_L2
21819,cs_resurf,2017,958.5,"OGPA, function: R, on date: 2017-02-17",committed-16_1202_2900_L1
21820,cs_resurf,2017,958.5,"OGPA, function: R, on date: 2017-02-17",committed-16_1202_2900_L2
21829,ac_resurf,2017,427.5,"SMA, function: R, on date: 2017-05-09",committed-16_1202_4825_L1
21830,ac_resurf,2017,832.5,"SMA, function: R, on date: 2017-05-09",committed-16_1202_4825_L2
21831,ac_resurf,2017,405,"SMA, function: R, on date: 2017-05-09",committed-16_1202_4920_L1
21832,cs_resurf,2017,3515,"OGPA, function: R, on date: 2017-01-16",committed-16_1202_5010_L1
21833,cs_resurf,2017,3515,"OGPA, function: R, on date: 2017-01-16",committed-16_1202_5010_L2
21871,ac_resurf,2017,367.5,"PSKID, function: R, on date: 2017-02-13",committed-16_1202_11950_L1
21872,ac_resurf,2017,367.5,"PSKID, function: R, on date: 2017-02-13",committed-16_1202_11950_L2
21873,cs_resurf,2017,896.6666667,"OGPA, function: R, on date: 2017-02-10",committed-16_1202_12055_L1
21874,cs_resurf,2017,896.6666667,"OGPA, function: R, on date: 2017-02-10",committed-16_1202_12055_L2
21875,cs_resurf,2017,310,"OGPA, function: R, on date: 2017-02-10",committed-16_1202_12324_L1
21876,cs_resurf,2017,310,"OGPA, function: R, on date: 2017-02-10",committed-16_1202_12324_L2
21878,cs_resurf,2017,684,"OGPA, function: R, on date: 2017-02-10",committed-16_1202_12417_L1
21879,cs_resurf,2017,684,"OGPA, function: R, on date: 2017-02-10",committed-16_1202_12417_L2
21880,cs_resurf,2017,1264.5,"OGPA, function: R, on date: 2017-02-10",committed-16_1202_12569_L1
21881,cs_resurf,2017,1264.5,"OGPA, function: R, on date: 2017-02-10",committed-16_1202_12569_L2
21882,cs_resurf,2017,504,"OGPA, function: R, on date: 2017-07-01",committed-16_1203_0_R1
21883,cs_resurf,2017,504,"OGPA, function: R, on date: 2017-07-01",committed-16_1203_0_R2
21884,cs_resurf,2017,1350,"OGPA, function: R, on date: 2017-07-01",committed-16_1203_112_R1
21885,cs_resurf,2017,1350,"OGPA, function: R, on date: 2017-07-01",committed-16_1203_112_R2
21890,cs_resurf,2017,1957.5,"OGPA, function: R, on date: 2017-06-12",committed-16_1203_725_R1
21891,cs_resurf,2017,1957.5,"OGPA, function: R, on date: 2017-06-12",committed-16_1203_725_R2
21892,cs_resurf,2017,3847.5,"OGPA, function: R, on date: 2017-06-12",committed-16_1203_1160_R1
21893,cs_resurf,2017,3847.5,"OGPA, function: R, on date: 2017-06-12",committed-16_1203_1160_R2
21894,cs_resurf,2017,3982.5,"OGPA, function: R, on date: 2017-06-12",committed-16_1203_2015_R1
21895,cs_resurf,2017,3982.5,"OGPA, function: R, on date: 2017-06-12",committed-16_1203_2015_R2
21896,cs_resurf,2017,477,"OGPA, function: R, on date: 2017-06-12",committed-16_1203_2900_R1
21897,cs_resurf,2017,477,"OGPA, function: R, on date: 2017-06-12",committed-16_1203_2900_R2
21902,ac_resurf,2017,949.5,"UTA, function: R, on date: 2017-06-27",committed-16_1203_4317_R1
21903,ac_resurf,2017,949.5,"UTA, function: R, on date: 2017-06-27",committed-16_1203_4317_R2
21912,ac_resurf,2017,661.5,"SMA, function: R, on date: 2017-05-05",committed-16_1203_5829_R1
21913,ac_resurf,2017,661.5,"SMA, function: R, on date: 2017-05-05",committed-16_1203_5829_R2
21939,ac_resurf,2017,517.5,"PSKID, function: R, on date: 2017-02-13",committed-16_1203_11937_R1
21940,ac_resurf,2017,517.5,"PSKID, function: R, on date: 2017-02-13",committed-16_1203_11937_R2
21959,cs_resurf,2017,375,"OGPA, function: R, on date: 2017-11-14",committed-16_1219_0_All
21960,cs_resurf,2017,250,"OGPA, function: R, on date: 2017-11-14",committed-16_1219_75_All
21972,ac_resurf,2017,481.5,"UTA, function: R, on date: 2017-02-22",committed-16_1223_157_All
21986,cs_resurf,2017,1170,"OGPA, function: R, on date: 2017-02-23",committed-16_1602_0_All
21987,ac_resurf,2017,360,"UTA, function: R, on date: 2017-02-23",committed-16_1602_260_All
21990,cs_resurf,2017,320,"OGPA, function: R, on date: 2017-12-04",committed-16_1604_0_All
21991,cs_resurf,2017,2175,"OGPA, function: R, on date: 2017-12-04",committed-16_1604_80_All
22009,cs_resurf,2017,2329,"VFILL, function: R, on date: 2017-10-16",committed-16_1642_6915_All
22013,cs_resurf,2017,2507.5,"VFILL, function: 2, on date: 2017-10-12",committed-16_1642_8955_All
22015,cs_resurf,2017,2975,"VFILL, function: 2, on date: 2017-10-12",committed-16_1642_9600_All
22016,cs_resurf,2017,2975,"VFILL, function: 2, on date: 2017-10-12",committed-16_1642_9950_All
22017,cs_resurf,2017,2210,"VFILL, function: 2, on date: 2017-10-12",committed-16_1642_10300_All
22031,cs_resurf,2017,4824,"VFILL, function: R, on date: 2017-10-16",committed-16_1692_20740_All
22034,ac_resurf,2017,234,"SMA, function: R, on date: 2017-05-02",committed-16_1971_293_All
22048,ac_resurf,2017,472.5,"UTA, function: R, on date: 2017-05-26",committed-16_1977_0_All
22049,ac_resurf,2017,220.5,"UTA, function: R, on date: 2017-05-26",committed-16_1977_105_All
22052,ac_resurf,2017,304.5,"UTA, function: R, on date: 2017-06-26",committed-16_2550_0_L1
22053,ac_resurf,2017,304.5,"UTA, function: R, on date: 2017-06-26",committed-16_2550_0_L2
22054,ac_resurf,2017,304.5,"UTA, function: R, on date: 2017-06-26",committed-16_2550_0_R1
22055,ac_resurf,2017,140,"UTA, function: R, on date: 2017-06-26",committed-16_2550_0_R2
22056,ac_resurf,2017,164.5,"UTA, function: R, on date: 2017-06-26",committed-16_2550_40_R2
22097,ac_resurf,2017,700,"SMA, function: R, on date: 2017-04-20",committed-16_2553_4500_L1
22098,ac_resurf,2017,700,"SMA, function: R, on date: 2017-04-20",committed-16_2553_4500_L2
22099,ac_resurf,2017,700,"SMA, function: R, on date: 2017-04-20",committed-16_2553_4500_R1
22100,ac_resurf,2017,700,"SMA, function: R, on date: 2017-04-20",committed-16_2553_4500_R2
22101,cs_resurf,2017,2502.4,"OGPA, function: R, on date: 2017-11-29",committed-16_2570_0_All
22112,ac_resurf,2017,841.5,"SMA, function: R, on date: 2017-04-28",committed-16_2572_200_All
22116,ac_resurf,2017,822.8,"SMA, function: R, on date: 2016-12-19",committed-16_2573_504_All
22144,ac_resurf,2017,350,"UTA, function: R, on date: 2017-05-31",committed-16_2693_16850_L1
22145,ac_resurf,2017,350,"UTA, function: R, on date: 2017-05-31",committed-16_2693_16850_L2
22146,ac_resurf,2017,600,"UTA, function: R, on date: 2017-05-31",committed-16_2693_16920_All
